      2, 2, 1
      4, 4, 1
      7, 7, 1
      8, 8, 1
      9, 7, 1
     10, 8, 1
     12, 1, 2
     16, 5, 2
     19, 8, 2
     20, 9, 2
     21, 1, 3
     23, 3, 3
     26, 6, 3
     27, 7, 3
     28, 8, 3
     29, 9, 3
     30, 1, 4
     31, 2, 4
     32, 3, 4
     33, 4, 4
     34, 5, 4
     35, 6, 4
     39, 1, 5
     41, 3, 5
     42, 4, 5
     43, 5, 5
     44, 6, 5
     45, 7, 5
     47, 9, 5
     49, 7, 5
     51, 9, 5
     53, 7, 5
     54, 6, 5
     55, 5, 5
     56, 4, 5
     57, 5, 5
     58, 6, 5
     59, 5, 5
     60, 4, 5
     61, 3, 5
     63, 1, 5
     67, 6, 4
     68, 5, 4
     69, 4, 4
     70, 3, 4
     71, 2, 4
     72, 3, 4
     73, 4, 4
     74, 5, 4
     75, 6, 4
     79, 1, 5
     81, 3, 5
     82, 4, 5
     83, 5, 5
     84, 6, 5
     85, 7, 5
     87, 9, 5
     89, 7, 5
     91, 9, 5
     93, 7, 5
     94, 6, 5
     95, 5, 5
     96, 4, 5
     97, 5, 5
     98, 6, 5
     99, 5, 5
    100, 4, 5
    101, 3, 5
    103, 1, 5
    107, 6, 4
    108, 5, 4
    109, 4, 4
    110, 3, 4
    111, 2, 4
    112, 1, 4
    113, 9, 3
    114, 8, 3
    115, 7, 3
    116, 8, 3
    117, 9, 3
    118, 8, 3
    119, 7, 3
    120, 6, 3
    123, 3, 3
    125, 1, 3
    127, 3, 3
    129, 1, 3
    130, 9, 2
    131, 8, 2
    132, 9, 2
    133, 1, 3
    135, 3, 3
    138, 6, 3
    139, 7, 3
    140, 8, 3
    141, 9, 3
    142, 1, 4
    143, 2, 4
    144, 3, 4
    145, 4, 4
    146, 5, 4
    147, 6, 4
    151, 1, 5
    153, 3, 5
    154, 4, 5
    155, 5, 5
    156, 6, 5
    157, 7, 5
    159, 9, 5
    161, 7, 5
    163, 9, 5
    165, 7, 5
    166, 6, 5
    167, 5, 5
    168, 4, 5
    169, 5, 5
    170, 6, 5
    171, 5, 5
    172, 4, 5
    173, 3, 5
    175, 1, 5
    179, 6, 4
    180, 5, 4
    181, 4, 4
    182, 3, 4
    183, 2, 4
    184, 3, 4
    185, 4, 4
    186, 5, 4
    187, 6, 4
    191, 1, 5
    193, 3, 5
    194, 4, 5
    195, 5, 5
    196, 6, 5
    197, 7, 5
    199, 9, 5
    201, 7, 5
    203, 9, 5
    205, 7, 5
    206, 6, 5
    207, 5, 5
    208, 4, 5
    209, 5, 5
    210, 6, 5
    211, 5, 5
    212, 4, 5
    213, 3, 5
    215, 1, 5
    219, 6, 4
    220, 5, 4
    221, 4, 4
    222, 3, 4
    223, 2, 4
    224, 1, 4
    225, 9, 3
    226, 8, 3
    227, 7, 3
    228, 8, 3
    229, 9, 3
    230, 8, 3
    231, 7, 3
    232, 6, 3
    235, 3, 3
    237, 1, 3
    239, 3, 3
    241, 1, 3
    242, 9, 2
    243, 8, 2
    246, 5, 2
    250, 1, 2
    252, 8, 1
    253, 7, 1
    256, 4, 1
    259, 7, 1
    260, 8, 1
    262, 1, 2
    266, 5, 2
    269, 8, 2
    270, 9, 2
    271, 1, 3
    273, 3, 3
    276, 6, 3
    277, 7, 3
    278, 8, 3
    279, 9, 3
    280, 1, 4
    281, 2, 4
    282, 3, 4
    283, 4, 4
    284, 5, 4
    285, 6, 4
    289, 1, 5
    291, 3, 5
    292, 4, 5
    293, 5, 5
    294, 6, 5
    295, 7, 5
    297, 9, 5
    301, 4, 6
    302, 5, 6
    303, 6, 6
    304, 7, 6
    305, 8, 6
    306, 9, 6
    307, 1, 7
    308, 2, 7
    309, 3, 7
    310, 4, 7
    313, 7, 7
    316, 4, 7
    317, 3, 7
    318, 4, 7
    319, 3, 7
    320, 2, 7
    321, 3, 7
    322, 4, 7
    325, 7, 7
    328, 4, 7
    329, 3, 7
    330, 4, 7
    331, 3, 7
    332, 2, 7
    333, 1, 7
    334, 9, 6
    335, 8, 6
    336, 7, 6
    337, 6, 6
    338, 5, 6
    339, 6, 6
    340, 5, 6
    341, 4, 6
    345, 9, 5
    347, 7, 5
    348, 6, 5
    349, 5, 5
    350, 4, 5
    351, 5, 5
    352, 6, 5
    353, 5, 5
    354, 4, 5
    355, 3, 5
    357, 1, 5
    361, 6, 4
    362, 5, 4
    363, 4, 4
    364, 3, 4
    365, 2, 4
    366, 3, 4
    367, 4, 4
    368, 5, 4
    369, 6, 4
    373, 1, 5
    375, 3, 5
    376, 4, 5
    377, 5, 5
    378, 6, 5
    379, 7, 5
    381, 9, 5
    385, 4, 6
    386, 5, 6
    387, 6, 6
    388, 7, 6
    389, 8, 6
    390, 9, 6
    391, 1, 7
    392, 2, 7
    393, 3, 7
    394, 4, 7
    397, 7, 7
    400, 4, 7
    401, 3, 7
    402, 4, 7
    405, 7, 7
    407, 9, 7
    408, 1, 8
    409, 2, 8
    412, 5, 8
    416, 9, 8
    418, 2, 9
    419, 3, 9
    422, 6, 9
    424, 8, 9
